transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
18674.53,40,261378.65,11,16,5.55,grocery,0
3780.62,25,68726.41,19,20,1.86,entertainment,0
89832.75,63,750128.36,6,10,14.40,travel,0
12971.84,35,208954.72,12,14,4.44,grocery,0
8521.36,31,151028.45,16,17,3.43,utilities,0
21540.63,44,303061.28,9,13,6.17,grocery,0
5380.24,26,103426.87,15,19,2.31,entertainment,0
106184.35,61,814238.51,8,11,15.69,electronics,0
11430.24,34,190283.65,13,15,4.42,grocery,0
15427.85,45,237231.48,10,12,5.05,utilities,0
7164.83,28,129623.54,18,18,2.71,grocery,0
27841.53,47,348769.24,7,10,7.22,utilities,0
2252.64,19,48561.37,14,21,1.07,entertainment,0
42035.84,54,429174.62,9,13,8.95,travel,0
12069.53,37,197512.84,15,16,4.26,grocery,0
6512.85,25,115756.32,20,19,2.45,utilities,0
33934.62,49,376391.85,8,9,7.87,electronics,0
9219.47,32,158663.25,12,14,3.58,grocery,0
18829.63,41,256985.34,11,17,5.34,entertainment,0
4099.85,23,70786.53,17,20,1.98,grocery,0
72908.36,58,626814.27,6,11,11.83,travel,0
12582.36,36,201232.65,13,15,4.65,utilities,0
8541.85,30,147402.36,16,12,3.21,grocery,0
67240.90,71,912486.35,3,14,2.84,utilities,0
23219.85,45,317594.36,9,16,6.38,entertainment,0
6029.36,29,103420.85,14,18,2.28,utilities,0
39932.64,52,401992.83,7,10,8.29,electronics,0
10493.62,38,179434.25,11,12,3.99,grocery,0
19811.42,42,281490.36,12,14,5.76,utilities,0
3399.24,22,56392.84,18,21,1.23,entertainment,0
57248.36,56,551375.62,8,9,10.53,travel,0
15526.34,38,232322.85,15,17,5.13,grocery,0
7684.25,31,131418.36,19,18,3.45,grocery,0
30600.42,50,366812.53,9,13,7.26,electronics,0
9070.24,34,155721.63,13,11,3.29,utilities,0
21812.53,46,298465.83,10,15,6.06,grocery,0
4676.83,24,79581.24,16,20,1.73,entertainment,0
229475.60,44,1327846.25,26,23,321.58,travel,1
11900.85,39,192891.24,14,16,4.17,utilities,0
16801.53,43,249040.62,11,14,5.32,grocery,0
6362.85,27,117189.34,18,19,2.87,entertainment,0
36620.42,53,390608.24,8,10,8.06,electronics,0
9732.85,30,163285.36,12,13,3.77,grocery,0
25223.84,48,340336.25,9,17,6.63,utilities,0
2492.36,20,53502.84,15,21,1.18,grocery,0
51683.25,55,489922.36,10,11,9.92,travel,0
14103.25,36,213663.42,13,15,4.86,entertainment,0
7863.24,29,138640.25,17,18,3.11,grocery,0
33950.36,51,377781.24,7,9,7.53,electronics,0
10297.84,33,174595.36,14,12,4.08,utilities,0
18954.25,40,263921.53,11,16,5.60,grocery,0
3890.24,25,70602.36,19,20,1.91,entertainment,0
92053.64,63,763406.25,6,10,14.59,travel,0
13139.25,35,211172.84,12,14,4.49,grocery,0
8635.62,31,153204.25,16,17,3.49,utilities,0
21843.85,44,305837.24,9,13,6.23,grocery,0
5497.36,26,105667.25,15,19,2.36,entertainment,0
108424.53,61,827592.36,8,11,15.92,electronics,0
11597.36,34,192533.25,13,15,4.48,grocery,0
15608.24,45,239594.36,10,12,5.11,utilities,0
7292.36,28,131820.25,18,18,2.76,grocery,0
28301.24,47,351556.36,7,10,7.30,utilities,0
2341.85,19,50331.24,14,21,1.12,entertainment,0
42836.25,54,433934.85,9,13,9.07,travel,0
12237.84,37,199744.25,15,16,4.31,grocery,0
6647.25,25,117567.84,20,19,2.51,utilities,0
34559.85,49,379822.36,8,9,7.95,electronics,0
9337.25,32,160341.84,12,14,3.64,grocery,0
19113.84,41,259441.25,11,17,5.40,entertainment,0
4213.62,23,72558.24,17,20,2.02,grocery,0
74295.84,58,632584.36,6,11,11.98,travel,0
12766.85,36,203362.84,13,15,4.71,utilities,0
8669.24,30,149570.85,16,12,3.26,grocery,0
1054.62,18,23125.36,4,17,0.60,utilities,0
23488.62,45,319873.25,9,16,6.45,entertainment,0
6152.84,29,104947.62,14,18,2.34,utilities,0
40718.25,52,405451.62,7,10,8.37,electronics,0
10622.85,38,181634.62,11,12,4.05,grocery,0
20075.36,42,284147.85,12,14,5.82,utilities,0
3515.62,22,57950.36,18,21,1.27,entertainment,0
58535.62,56,556970.85,8,9,10.66,travel,0
15759.62,38,234755.36,15,17,5.18,grocery,0
7819.62,31,133163.85,19,18,3.51,grocery,0
31108.85,50,369507.62,9,13,7.35,electronics,0
9198.62,34,157592.36,13,11,3.35,utilities,0
22147.36,46,301164.62,10,15,6.12,grocery,0
4796.85,24,81458.62,16,20,1.78,entertainment,0
68255.36,59,594174.85,7,12,12.07,travel,0
12088.36,39,195176.85,14,16,4.23,utilities,0
17038.85,43,251437.36,11,14,5.38,grocery,0
6486.62,27,119462.85,18,19,2.93,entertainment,0
37268.62,53,393902.85,8,10,8.14,electronics,0
9858.85,30,165106.62,12,13,3.82,grocery,0
25572.62,48,343632.85,9,17,6.70,utilities,0
2580.36,20,55244.62,15,21,1.22,grocery,0
52846.85,55,495228.62,10,11,10.04,travel,0
14293.62,36,215760.85,13,15,4.91,entertainment,0
7991.62,29,140769.36,17,18,3.17,grocery,0
34584.85,51,381071.62,7,9,7.59,electronics,0
10423.62,33,176518.85,14,12,4.14,utilities,0
19234.62,40,266465.85,11,16,5.66,grocery,0
4000.36,25,72479.62,19,20,1.96,entertainment,0
94275.36,63,776685.62,6,10,14.78,travel,0
13307.62,35,213391.85,12,14,4.53,grocery,0
8750.36,31,155380.62,16,17,3.55,utilities,0
22147.85,44,308614.62,9,13,6.29,grocery,0
5614.62,26,107908.85,15,19,2.42,entertainment,0
110665.36,61,840947.62,8,11,16.15,electronics,0
11764.62,34,194784.85,13,15,4.54,grocery,0
15788.85,45,241958.62,10,12,5.16,utilities,0
7420.62,28,134017.85,18,18,2.82,grocery,0
28761.85,47,354343.62,7,10,7.39,utilities,0
2431.24,19,52101.85,14,21,1.16,entertainment,0
348.62,18,10943.85,1,15,0.31,grocery,0
12406.85,37,201976.62,15,16,4.37,grocery,0
6782.36,25,119379.85,20,19,2.56,utilities,0
35185.62,49,383254.85,8,9,8.02,electronics,0
9455.85,32,162019.62,12,14,3.69,grocery,0
19398.62,41,261898.85,11,17,5.45,entertainment,0
4328.24,23,74331.62,17,20,2.07,grocery,0
75683.62,58,638355.85,6,11,12.14,travel,0
12951.24,36,205493.62,13,15,4.76,utilities,0
8797.85,30,151739.62,16,12,3.32,grocery,0
135872.60,39,957312.84,36,3,124.67,electronics,1
23757.85,45,322152.62,9,16,6.51,entertainment,0
6276.62,29,106475.85,14,18,2.39,utilities,0
41504.85,52,408911.62,7,10,8.45,electronics,0
10752.62,38,183835.85,11,12,4.10,grocery,0
20339.85,42,286805.62,12,14,5.87,utilities,0
3631.24,22,59508.85,18,21,1.31,entertainment,0
59823.85,56,562566.62,8,9,10.80,travel,0
15993.85,38,237188.62,15,17,5.24,grocery,0
7955.24,31,134909.85,19,18,3.57,grocery,0
31617.62,50,372202.85,9,13,7.43,electronics,0
9326.85,34,159463.62,13,11,3.41,utilities,0
22482.62,46,303863.85,10,15,6.18,grocery,0
4916.24,24,83335.62,16,20,1.83,entertainment,0
70747.62,59,605514.85,7,12,12.20,travel,0
12275.62,39,197461.85,14,16,4.29,utilities,0
17275.85,43,253834.62,11,14,5.43,grocery,0
6610.24,27,121735.85,18,19,2.99,entertainment,0
37916.85,53,397196.62,8,10,8.22,electronics,0
9984.62,30,166927.85,12,13,3.88,grocery,0
25921.85,48,346928.62,9,17,6.77,utilities,0
2668.24,20,56986.85,15,21,1.26,grocery,0
54010.62,55,500534.85,10,11,10.17,travel,0
14483.85,36,217858.62,13,15,4.97,entertainment,0
8119.24,29,142898.62,17,18,3.23,grocery,0
35218.85,51,384361.62,7,9,7.66,electronics,0
10549.24,33,178441.85,14,12,4.19,utilities,0
19514.85,40,269010.62,11,16,5.71,grocery,0
4110.62,25,74356.85,19,20,2.00,entertainment,0
96497.85,63,789965.62,6,10,14.97,travel,0
13475.85,35,215610.62,12,14,4.58,grocery,0
8865.24,31,157556.85,16,17,3.61,utilities,0
22451.62,44,311391.85,9,13,6.35,grocery,0
5731.85,26,110150.62,15,19,2.47,entertainment,0
112906.85,61,854302.62,8,11,16.38,electronics,0
11931.85,34,197035.62,13,15,4.59,grocery,0
15969.62,45,244322.85,10,12,5.22,utilities,0
7548.85,28,136215.62,18,18,2.88,grocery,0
29222.62,47,357130.85,7,10,7.47,utilities,0
2520.85,19,53872.62,14,21,1.21,entertainment,0
43637.62,54,438695.85,9,13,9.19,travel,0
12575.85,37,204208.62,15,16,4.42,grocery,0
6917.85,25,121192.62,20,19,2.62,utilities,0
35811.85,49,386687.62,8,9,8.10,electronics,0
9574.62,32,163697.85,12,14,3.75,grocery,0
19683.85,41,264356.62,11,17,5.51,entertainment,0
4442.85,23,76104.62,17,20,2.11,grocery,0
77071.85,58,644126.62,6,11,12.29,travel,0
13135.62,36,207624.85,13,15,4.82,utilities,0
8925.85,30,153908.62,16,12,3.38,grocery,0
1217.85,18,24776.62,4,17,0.64,grocery,0
24027.62,45,324431.85,9,16,6.58,entertainment,0
6400.85,29,108003.62,14,18,2.45,utilities,0
42291.62,52,412371.85,7,10,8.53,electronics,0
10882.85,38,186036.62,11,12,4.16,grocery,0
20603.62,42,289463.85,12,14,5.93,utilities,0
3746.85,22,61067.62,18,21,1.36,entertainment,0
61112.62,56,568162.85,8,9,10.93,travel,0
16228.62,38,239621.85,15,17,5.29,grocery,0
8090.85,31,136655.62,19,18,3.63,grocery,0
32126.85,50,374898.62,9,13,7.51,electronics,0
9455.62,34,161334.85,13,11,3.47,utilities,0
22817.85,46,306563.62,10,15,6.24,grocery,0
5035.62,24,85212.85,16,20,1.88,entertainment,0
72239.85,59,616854.62,7,12,12.33,travel,0
12462.85,39,199746.62,14,16,4.34,utilities,0
17512.62,43,256231.85,11,14,5.49,grocery,0
6733.85,27,124008.62,18,19,3.04,entertainment,0
38564.62,53,400490.85,8,10,8.30,electronics,0
10110.85,30,168749.62,12,13,3.93,grocery,0
26270.62,48,350224.85,9,17,6.84,utilities,0
2755.85,20,58728.62,15,21,1.30,grocery,0
55174.85,55,505841.62,10,11,10.29,travel,0
14673.62,36,219956.85,13,15,5.02,entertainment,0
8247.85,29,144827.85,17,18,3.29,grocery,0
35852.62,51,387651.85,7,9,7.72,electronics,0
10674.85,33,180365.62,14,12,4.25,utilities,0
19794.62,40,271555.85,11,16,5.77,grocery,0
4220.85,25,76234.62,19,20,2.05,entertainment,0
98720.62,63,803245.85,6,10,15.16,travel,0
13643.62,35,217829.85,12,14,4.62,grocery,0
8979.85,31,159733.62,16,17,3.67,utilities,0
22755.85,44,314169.62,9,13,6.41,grocery,0
5849.62,26,112392.85,15,19,2.53,entertainment,0
115148.62,61,867657.85,8,11,16.61,electronics,0
12098.62,34,199286.85,13,15,4.65,grocery,0
16150.85,45,246687.62,10,12,5.27,utilities,0
7676.62,28,138413.85,18,18,2.94,grocery,0
29683.85,47,359918.62,7,10,7.55,utilities,0
2610.62,19,55643.85,14,21,1.25,entertainment,0
44438.85,54,443456.62,9,13,9.31,travel,0
12744.62,37,206440.85,15,16,4.48,grocery,0
7052.62,25,123005.85,20,19,2.67,utilities,0
36437.62,49,390120.85,8,9,8.18,electronics,0
9693.85,32,165375.62,12,14,3.81,grocery,0
19968.62,41,266814.85,11,17,5.56,entertainment,0
4557.62,23,77877.85,17,20,2.16,grocery,0
78459.62,58,649897.85,6,11,12.44,travel,0
13320.85,36,209755.62,13,15,4.87,utilities,0
9053.62,30,156077.85,16,12,3.44,grocery,0
84930.25,68,1204817.53,5,13,3.16,utilities,0
24297.85,45,326711.62,9,16,6.64,entertainment,0
6524.62,29,109531.85,14,18,2.50,utilities,0
43078.85,52,415832.62,7,10,8.61,electronics,0
11012.62,38,188237.85,11,12,4.21,grocery,0
20867.85,42,292122.62,12,14,5.98,utilities,0
3862.62,22,62626.85,18,21,1.40,entertainment,0
62401.85,56,573759.62,8,9,11.07,travel,0
16463.85,38,242055.62,15,17,5.35,grocery,0
8226.62,31,138401.85,19,18,3.69,grocery,0
32635.62,50,377594.85,9,13,7.59,electronics,0
9584.85,34,163205.62,13,11,3.53,utilities,0
23152.62,46,309263.85,10,15,6.30,grocery,0
5155.85,24,87089.62,16,20,1.93,entertainment,0
73731.62,59,628194.85,7,12,12.46,travel,0
12649.85,39,202031.62,14,16,4.40,utilities,0
17749.85,43,258628.62,11,14,5.54,grocery,0
6857.62,27,126281.85,18,19,3.10,entertainment,0
39212.85,53,403785.62,8,10,8.38,electronics,0
10236.62,30,170571.85,12,13,3.99,grocery,0
297840.15,58,1745628.90,3,1,528.74,travel,1
2843.62,20,60470.85,15,21,1.35,grocery,0
56338.62,55,511148.85,10,11,10.42,travel,0
14863.85,36,222054.62,13,15,5.08,entertainment,0
8375.62,29,146756.62,17,18,3.35,grocery,0
36486.85,51,390941.62,7,9,7.79,electronics,0
10800.62,33,182289.85,14,12,4.30,utilities,0
20074.85,40,274100.62,11,16,5.82,grocery,0
4330.62,25,78112.85,19,20,2.09,entertainment,0
100943.85,63,816526.62,6,10,15.35,travel,0
13811.85,35,220049.62,12,14,4.67,grocery,0
9107.85,31,161910.62,16,17,3.73,utilities,0
23059.62,44,316947.85,9,13,6.47,grocery,0
5966.85,26,114635.62,15,19,2.58,entertainment,0
117390.85,61,881013.62,8,11,16.84,electronics,0
12265.85,34,201538.62,13,15,4.70,grocery,0
16331.62,45,249052.85,10,12,5.33,utilities,0
7804.85,28,140612.62,18,18,3.00,grocery,0
30145.62,47,362706.85,7,10,7.63,utilities,0
2700.85,19,57415.62,14,21,1.29,entertainment,0
45240.62,54,448217.85,9,13,9.43,travel,0
12913.85,37,208672.62,15,16,4.53,grocery,0
7187.85,25,124819.62,20,19,2.73,utilities,0
37063.85,49,393554.62,8,9,8.26,electronics,0
9813.62,32,167053.85,12,14,3.86,grocery,0
20253.85,41,269273.62,11,17,5.62,entertainment,0
4672.85,23,79651.62,17,20,2.20,grocery,0
79847.85,58,655669.62,6,11,12.59,travel,0
13506.62,36,211886.85,13,15,4.93,utilities,0
9181.85,30,158247.62,16,12,3.50,grocery,0
1381.62,18,26427.85,4,17,0.69,utilities,0
24567.85,45,328991.62,9,16,6.71,entertainment,0
6648.85,29,111060.62,14,18,2.56,utilities,0
43865.62,52,419293.85,7,10,8.69,electronics,0
11142.85,38,190438.62,11,12,4.27,grocery,0
21131.62,42,294781.85,12,14,6.04,utilities,0
3978.85,22,64185.62,18,21,1.44,entertainment,0
63690.62,56,579356.85,8,9,11.20,travel,0
16698.62,38,244489.85,15,17,5.40,grocery,0
8362.85,31,140148.62,19,18,3.75,grocery,0
33144.85,50,380291.62,9,13,7.67,electronics,0
9713.62,34,165076.85,13,11,3.59,utilities,0
23487.85,46,311963.62,10,15,6.36,grocery,0
5275.62,24,88966.85,16,20,1.98,entertainment,0
75223.85,59,639535.62,7,12,12.59,travel,0
12836.62,39,204316.85,14,16,4.45,utilities,0
17986.62,43,261025.85,11,14,5.60,grocery,0
6981.85,27,128555.62,18,19,3.15,entertainment,0
39860.62,53,407080.85,8,10,8.46,electronics,0
10362.85,30,172393.62,12,13,4.04,grocery,0
26619.85,48,353521.62,9,17,6.91,utilities,0
2931.85,20,62213.62,15,21,1.39,grocery,0
57502.85,55,516456.62,10,11,10.55,travel,0
15053.62,36,224152.85,13,15,5.13,entertainment,0
8503.85,29,148685.85,17,18,3.41,grocery,0
37120.62,51,394231.85,7,9,7.85,electronics,0
10926.85,33,184213.62,14,12,4.36,utilities,0
20354.62,40,276645.85,11,16,5.88,grocery,0
4440.85,25,79990.62,19,20,2.14,entertainment,0
103167.62,63,829807.85,6,10,15.54,travel,0
13979.62,35,222269.85,12,14,4.71,grocery,0
9235.85,31,164087.62,16,17,3.79,utilities,0
23363.85,44,319725.62,9,13,6.53,grocery,0
6083.62,26,116878.85,15,19,2.64,entertainment,0
119632.85,61,894368.62,8,11,17.07,electronics,0
12432.62,34,203789.85,13,15,4.76,grocery,0
16512.85,45,251417.62,10,12,5.38,utilities,0
7932.62,28,142810.85,18,18,3.05,grocery,0
30606.85,47,365493.62,7,10,7.71,utilities,0
2790.62,19,59187.85,14,21,1.34,entertainment,0
46041.85,54,452978.62,9,13,9.55,travel,0
13082.62,37,210904.85,15,16,4.59,grocery,0
7322.62,25,126633.85,20,19,2.78,utilities,0
37689.62,49,396988.85,8,9,8.34,electronics,0
9932.85,32,168731.62,12,14,3.92,grocery,0
20538.62,41,271731.85,11,17,5.67,entertainment,0
4787.62,23,81424.85,17,20,2.25,grocery,0
81235.62,58,661440.85,6,11,12.74,travel,0
13691.85,36,214017.62,13,15,4.98,utilities,0
9309.62,30,160416.85,16,12,3.56,grocery,0
203618.75,36,1187423.60,28,2,268.94,electronics,1
24837.62,45,331271.85,9,16,6.77,entertainment,0
6772.62,29,112588.85,14,18,2.61,utilities,0
44652.85,52,422753.62,7,10,8.77,electronics,0
11272.62,38,192639.85,11,12,4.32,grocery,0
21395.85,42,297440.62,12,14,6.09,utilities,0
4094.62,22,65744.85,18,21,1.48,entertainment,0
64979.85,56,584953.62,8,9,11.34,travel,0
16933.85,38,246923.62,15,17,5.46,grocery,0
8498.62,31,141894.85,19,18,3.81,grocery,0
33653.62,50,382987.85,9,13,7.75,electronics,0
9842.85,34,166947.62,13,11,3.65,utilities,0
23822.62,46,314663.85,10,15,6.43,grocery,0
5395.85,24,90843.62,16,20,2.03,entertainment,0
76715.62,59,650875.85,7,12,12.72,travel,0
13023.85,39,206601.62,14,16,4.51,utilities,0
18223.85,43,263422.62,11,14,5.65,grocery,0
7105.62,27,130828.85,18,19,3.21,entertainment,0
40508.85,53,410375.62,8,10,8.54,electronics,0
10488.62,30,174215.85,12,13,4.10,grocery,0
26968.62,48,356817.85,9,17,6.98,utilities,0
3019.62,20,63955.85,15,21,1.43,grocery,0
58666.62,55,521763.85,10,11,10.68,travel,0
15243.85,36,226250.62,13,15,5.19,entertainment,0
8631.62,29,150614.62,17,18,3.47,grocery,0
37754.85,51,397521.62,7,9,7.92,electronics,0
11052.62,33,186137.85,14,12,4.41,utilities,0
20634.85,40,279190.62,11,16,5.93,grocery,0
4550.62,25,81868.85,19,20,2.18,entertainment,0
105391.85,63,843088.62,6,10,15.73,travel,0
14147.85,35,224489.62,12,14,4.76,grocery,0
9363.62,31,166264.85,16,17,3.85,utilities,0
23667.62,44,322503.85,9,13,6.59,grocery,0
6200.85,26,119121.62,15,19,2.69,entertainment,0
121874.62,61,907723.85,8,11,17.30,electronics,0
12599.85,34,206040.62,13,15,4.81,grocery,0
16693.62,45,253782.85,10,12,5.44,utilities,0
8060.85,28,145009.62,18,18,3.11,grocery,0
31067.62,47,368280.85,7,10,7.79,utilities,0
2880.85,19,60960.62,14,21,1.38,entertainment,0
46843.62,54,457739.85,9,13,9.67,travel,0
13251.85,37,213136.62,15,16,4.64,grocery,0
7457.85,25,128447.62,20,19,2.84,utilities,0
38315.85,49,400422.62,8,9,8.42,electronics,0
10052.62,32,170409.85,12,14,3.97,grocery,0
20823.85,41,274189.62,11,17,5.73,entertainment,0
4902.85,23,83198.62,17,20,2.29,grocery,0
82623.85,58,667211.62,6,11,12.89,travel,0
13877.62,36,216148.85,13,15,5.04,utilities,0
9437.85,30,162586.62,16,12,3.62,grocery,0
1545.85,18,28079.62,5,17,0.73,grocery,0
25107.85,45,333551.62,9,16,6.84,entertainment,0
6896.85,29,114117.62,14,18,2.67,utilities,0
45439.62,52,426213.85,7,10,8.85,electronics,0
11402.85,38,194840.62,11,12,4.38,grocery,0
21659.62,42,300099.85,12,14,6.15,utilities,0
4210.85,22,67304.62,18,21,1.53,entertainment,0
66268.62,56,590550.85,8,9,11.47,travel,0
17168.62,38,249357.85,15,17,5.51,grocery,0
8634.85,31,143641.62,19,18,3.87,grocery,0
34162.85,50,385684.62,9,13,7.83,electronics,0
9971.62,34,168818.85,13,11,3.71,utilities,0
24157.85,46,317363.62,10,15,6.49,grocery,0
5515.62,24,92720.85,16,20,2.08,entertainment,0
78207.85,59,662216.62,7,12,12.85,travel,0
13210.62,39,208886.85,14,16,4.56,utilities,0
18460.62,43,265819.85,11,14,5.71,grocery,0
7229.85,27,133102.62,18,19,3.26,entertainment,0
41156.62,53,413670.85,8,10,8.62,electronics,0
10614.85,30,176038.62,12,13,4.15,grocery,0
27317.85,48,360114.62,9,17,7.05,utilities,0
3107.85,20,65698.62,15,21,1.47,grocery,0
59830.85,55,527071.62,10,11,10.81,travel,0
15433.62,36,228348.85,13,15,5.24,entertainment,0
8759.85,29,152543.85,17,18,3.53,grocery,0
38388.62,51,400811.85,7,9,7.98,electronics,0
11178.85,33,188061.62,14,12,4.47,utilities,0
20914.62,40,281735.85,11,16,5.99,grocery,0
4660.85,25,83746.62,19,20,2.23,entertainment,0
107615.62,63,856369.85,6,10,15.92,travel,0
14315.85,35,226709.62,12,14,4.80,grocery,0
9491.62,31,168442.85,16,17,3.91,utilities,0
23971.85,44,325281.62,9,13,6.65,grocery,0
6317.62,26,121364.85,15,19,2.75,entertainment,0
124116.85,61,921079.62,8,11,17.53,electronics,0
12766.62,34,208291.85,13,15,4.87,grocery,0
16874.85,45,256147.62,10,12,5.49,utilities,0
8188.62,28,147208.85,18,18,3.16,grocery,0
31528.85,47,371067.62,7,10,7.87,utilities,0
2970.62,19,62733.85,14,21,1.42,entertainment,0
47645.85,54,462500.62,9,13,9.79,travel,0
13420.62,37,215368.85,15,16,4.70,grocery,0
7592.62,25,130261.85,20,19,2.89,utilities,0
38941.62,49,403856.85,8,9,8.50,electronics,0
10172.85,32,172087.62,12,14,4.03,grocery,0
21108.62,41,276647.85,11,17,5.78,entertainment,0
5017.62,23,84972.85,17,20,2.34,grocery,0
84011.62,58,672982.85,6,11,13.04,travel,0
14063.85,36,218280.62,13,15,5.09,utilities,0
9565.62,30,164756.85,16,12,3.68,grocery,0
52180.30,74,689420.15,2,14,1.95,utilities,0
25377.62,45,335831.85,9,16,6.90,entertainment,0
7020.62,29,115646.85,14,18,2.72,utilities,0
46226.85,52,429673.62,7,10,8.93,electronics,0
11532.62,38,197041.85,11,12,4.43,grocery,0
21923.85,42,302758.62,12,14,6.20,utilities,0
4326.62,22,68864.85,18,21,1.57,entertainment,0
67557.85,56,596147.62,8,9,11.61,travel,0
17403.85,38,251791.62,15,17,5.57,grocery,0
8770.62,31,145388.85,19,18,3.93,grocery,0
34671.62,50,388381.85,9,13,7.91,electronics,0
10100.85,34,170690.62,13,11,3.77,utilities,0
24492.62,46,320063.85,10,15,6.55,grocery,0
5635.85,24,94597.62,16,20,2.13,entertainment,0
79699.62,59,673557.85,7,12,12.98,travel,0
13397.85,39,211171.62,14,16,4.62,utilities,0
18697.85,43,268216.62,11,14,5.76,grocery,0
7353.62,27,135375.85,18,19,3.32,entertainment,0
73412.85,45,652384.20,17,22,89.63,travel,1
10740.62,30,177861.85,12,13,4.21,grocery,0
27666.62,48,363410.85,9,17,7.12,utilities,0
3195.62,20,67440.85,15,21,1.51,grocery,0
60994.85,55,532378.62,10,11,10.94,travel,0
15623.85,36,230446.62,13,15,5.30,entertainment,0
8887.62,29,154472.62,17,18,3.59,grocery,0
39022.85,51,404101.62,7,9,8.05,electronics,0
11304.62,33,189985.85,14,12,4.52,utilities,0
21194.85,40,284280.62,11,16,6.04,grocery,0
4770.62,25,85624.85,19,20,2.27,entertainment,0
109839.85,63,869650.62,6,10,16.11,travel,0
14483.62,35,228929.85,12,14,4.85,grocery,0
9619.85,31,170621.62,16,17,3.97,utilities,0
24275.62,44,328059.85,9,13,6.71,grocery,0
6434.85,26,123607.62,15,19,2.80,entertainment,0
126359.62,61,934434.85,8,11,17.76,electronics,0
12933.85,34,210542.62,13,15,4.92,grocery,0
17055.62,45,258512.85,10,12,5.55,utilities,0
8316.85,28,149407.62,18,18,3.22,grocery,0
31989.62,47,373854.85,7,10,7.95,utilities,0
3060.85,19,64506.62,14,21,1.47,entertainment,0
48447.62,54,467261.85,9,13,9.91,travel,0
13589.85,37,217600.62,15,16,4.75,grocery,0
7727.85,25,132075.62,20,19,2.95,utilities,0
39567.85,49,407291.62,8,9,8.58,electronics,0
10292.62,32,173765.85,12,14,4.08,grocery,0
21393.85,41,279106.62,11,17,5.84,entertainment,0
5132.85,23,86747.62,17,20,2.38,grocery,0
85399.85,58,678753.62,6,11,13.19,travel,0
14249.62,36,220412.85,13,15,5.15,utilities,0
9693.85,30,166927.05,16,12,3.74,grocery,0
1709.62,18,29731.85,5,17,0.78,utilities,0
25647.85,45,338111.62,9,16,6.97,entertainment,0
7144.85,29,117175.62,14,18,2.78,utilities,0
47013.62,52,433133.85,7,10,9.01,electronics,0
11662.85,38,199242.62,11,12,4.49,grocery,0
22187.62,42,305417.85,12,14,6.26,utilities,0
4442.85,22,70424.62,18,21,1.61,entertainment,0
68846.62,56,601744.85,8,9,11.74,travel,0
17638.62,38,254225.85,15,17,5.62,grocery,0
8906.85,31,147135.62,19,18,3.99,grocery,0
35180.85,50,391078.62,9,13,7.99,electronics,0
10229.62,34,172562.85,13,11,3.83,utilities,0
24827.85,46,322763.62,10,15,6.62,grocery,0
5755.62,24,96474.85,16,20,2.17,entertainment,0
81191.85,59,684899.62,7,12,13.11,travel,0
13584.62,39,213456.85,14,16,4.67,utilities,0
18934.62,43,270613.85,11,14,5.82,grocery,0
7477.85,27,137649.62,18,19,3.37,entertainment,0
42452.62,53,420261.85,8,10,8.78,electronics,0
10866.85,30,179684.62,12,13,4.26,grocery,0
28015.85,48,366707.62,9,17,7.19,utilities,0
3283.85,20,69183.62,15,21,1.56,grocery,0
62158.85,55,537685.62,10,11,11.07,travel,0
15813.62,36,232544.85,13,15,5.35,entertainment,0
9015.85,29,156401.85,17,18,3.65,grocery,0
39656.62,51,407391.85,7,9,8.11,electronics,0
11430.85,33,191909.62,14,12,4.58,utilities,0
21474.62,40,286825.85,11,16,6.10,grocery,0
4880.85,25,87502.62,19,20,2.32,entertainment,0
112063.85,63,882931.62,6,10,16.30,travel,0
14651.85,35,231149.62,12,14,4.89,grocery,0
9747.62,31,172800.85,16,17,4.03,utilities,0
24579.85,44,330837.62,9,13,6.77,grocery,0
6551.62,26,125850.85,15,19,2.86,entertainment,0
128601.85,61,947790.62,8,11,17.99,electronics,0
13100.62,34,212793.85,13,15,4.98,grocery,0
17236.85,45,260877.62,10,12,5.60,utilities,0
8444.62,28,151606.85,18,18,3.27,grocery,0
32450.85,47,376641.62,7,10,8.03,utilities,0
3150.62,19,66279.85,14,21,1.51,entertainment,0
49249.85,54,472022.62,9,13,10.03,travel,0
13758.62,37,219832.85,15,16,4.81,grocery,0
7862.62,25,133889.85,20,19,3.00,utilities,0
40193.62,49,410726.85,8,9,8.66,electronics,0
10412.85,32,175443.62,12,14,4.14,grocery,0
21678.62,41,281565.85,11,17,5.89,entertainment,0
5247.62,23,88521.85,17,20,2.43,grocery,0
86787.62,58,684524.85,6,11,13.34,travel,0
14435.85,36,222544.62,13,15,5.20,utilities,0
9821.62,30,169097.85,16,12,3.80,grocery,0
1873.85,18,31383.62,5,17,0.82,grocery,0
25917.62,45,340391.85,9,16,7.03,entertainment,0
7268.62,29,118704.85,14,18,2.83,utilities,0
47800.85,52,436593.62,7,10,9.09,electronics,0
11792.62,38,201443.85,11,12,4.54,grocery,0
22451.85,42,308076.62,12,14,6.31,utilities,0
4558.62,22,71984.85,18,21,1.66,entertainment,0
70135.85,56,607341.62,8,9,11.88,travel,0
17873.85,38,256659.62,15,17,5.68,grocery,0
9042.62,31,148882.85,19,18,4.05,grocery,0
35689.62,50,393775.85,9,13,8.07,electronics,0
10358.85,34,174434.62,13,11,3.89,utilities,0
