transaction_amount,customer_age,account_balance,num_transactions_30d,transaction_hour,distance_from_home_km,merchant_category,is_fraud
961.77,25,440444.22,5,16,5.34,utilities,0
126029.02,26,455985.14,44,13,5.05,grocery,0
35174.8,32,1161959.48,16,0,13.58,entertainment,0
3304.12,45,1272843.97,15,12,13.62,entertainment,0
8359.43,32,20863.36,17,13,7.76,grocery,0
7739.44,21,88188.88,22,14,488.6,grocery,0
14525.0,30,391797.29,6,13,0.31,travel,0
19173.54,27,324777.58,18,16,712.45,travel,0
3819.59,28,727635.55,44,10,712.45,electronics,0
22439.99,45,326883.93,14,0,10.7,electronics,0
16785.24,51,313461.24,11,9,302.21,grocery,1
11634.81,50,555857.45,3,7,0.31,electronics,1
127995.13,53,331906.75,9,23,11.21,travel,0
11367.8,61,565734.87,15,19,11.3,entertainment,0
209555.16,26,597896.67,9,20,17.9,utilities,0
17130.3,69,277440.35,7,13,6.13,utilities,0
81959.29,37,105378.77,19,8,8.62,travel,0
41864.73,36,1198635.77,10,20,3.59,electronics,0
2070.27,27,419050.51,18,18,0.31,travel,0
84170.1,18,679346.72,43,13,5.46,grocery,1
115066.36,55,541558.83,16,10,14.39,travel,0
298.75,70,1470399.93,7,18,9.75,travel,0
34221.04,66,497044.4,15,14,110.15,entertainment,0
70351.06,40,340418.82,27,11,6.13,travel,0
10851.66,47,174879.63,44,23,5.69,travel,0
16516.49,39,306315.75,8,18,435.49,electronics,0
63253.82,21,543084.47,44,15,10.11,grocery,0
969.4,65,363328.35,9,10,128.65,entertainment,0
33489.4,40,187452.11,10,16,11.03,entertainment,0
21968.39,21,100009.71,11,0,3.36,electronics,0
19116.56,28,258633.05,9,17,6.82,grocery,0
3875.65,29,10943.85,17,13,19.38,electronics,0
11207.01,50,306193.0,18,14,20.88,grocery,0
10830.52,51,716919.91,22,10,0.31,electronics,0
34437.56,26,558582.76,14,18,8.57,electronics,0
8818.66,52,91986.8,15,12,28.67,grocery,0
298.75,43,2156089.47,21,12,5.2,travel,0
27492.34,45,473290.19,16,10,14.77,grocery,0
158230.38,19,115746.29,18,23,22.74,grocery,0
38769.84,26,1144363.13,7,15,8.08,travel,1
173690.22,35,313039.3,4,9,0.31,utilities,1
59927.0,71,109517.42,14,20,3.69,electronics,0
8840.97,24,150098.77,9,9,6.3,utilities,0
11133.92,22,603388.48,10,18,7.04,electronics,0
29925.79,35,371148.33,19,11,8.61,utilities,0
189720.18,47,772723.03,17,17,11.57,travel,1
67913.42,26,201667.14,14,8,28.3,travel,0
42662.53,41,194857.97,36,14,7.81,travel,0
50422.01,33,55832.83,11,15,4.57,travel,0
12076.68,25,43140.85,18,22,514.19,grocery,0
120975.77,50,278263.0,11,1,712.45,grocery,1
41680.37,57,618534.45,11,10,7.45,utilities,0
298.75,44,166340.5,9,0,712.45,entertainment,0
181331.32,36,428032.46,13,0,3.86,grocery,0
125824.78,30,918769.88,16,8,354.7,travel,1
259199.43,47,670682.52,15,3,10.6,entertainment,0
6957.18,54,431368.2,20,13,20.75,entertainment,0
3269.29,53,896865.32,33,8,0.64,entertainment,0
10206.66,40,522795.48,14,21,4.86,grocery,0
43869.14,41,486100.89,8,12,8.45,utilities,0
41487.31,24,195983.72,6,12,3.52,utilities,1
54815.56,35,356154.77,17,19,0.31,utilities,1
199472.86,26,106167.43,14,9,5.42,grocery,1
298.75,54,321984.63,29,13,8.42,electronics,0
21230.81,36,420833.33,14,0,11.04,entertainment,0
298.75,59,393133.08,23,16,712.45,grocery,0
26492.92,56,200959.48,15,21,20.77,grocery,0
87444.45,36,181763.48,14,10,13.11,grocery,0
180949.3,59,592532.36,16,10,7.72,electronics,0
9853.71,43,374001.99,12,18,149.49,electronics,0
33980.54,65,385459.84,32,21,291.85,electronics,0
8329.04,18,327674.27,17,20,10.68,electronics,0
23115.74,45,399182.51,6,9,5.85,travel,0
10784.96,38,338472.89,17,12,8.77,electronics,0
127821.52,18,431523.27,18,13,476.47,grocery,1
6251.48,57,923273.93,13,13,7.65,entertainment,0
10473.56,55,325540.01,21,17,712.45,entertainment,0
1733.29,44,415439.18,26,10,23.49,entertainment,0
1463.96,31,327740.49,13,2,417.71,electronics,0
35645.83,46,424890.45,13,15,0.31,entertainment,0
298.75,32,204997.4,15,11,712.45,electronics,0
22359.42,62,84696.11,7,17,11.23,travel,1
126120.14,44,358100.31,18,11,23.56,travel,0
15098.15,51,526498.01,6,22,350.81,utilities,0
298.75,33,1509189.6,16,13,10.36,entertainment,0
174018.8,27,586993.5,10,16,1.82,utilities,0
38399.67,53,243170.7,5,21,0.31,electronics,1
7484.52,45,209512.97,17,12,493.38,entertainment,0
298.75,49,246947.71,7,11,16.76,electronics,0
298.75,58,374247.9,21,7,2.32,electronics,0
11685.81,60,874505.15,19,20,15.86,grocery,0
1037.01,44,466033.3,9,8,0.31,travel,1
4431.48,59,10943.85,13,13,23.97,travel,0
67242.36,57,270934.55,22,11,24.93,utilities,0
37274.44,74,456453.83,20,21,121.58,entertainment,0
157458.52,35,412608.57,18,19,26.07,utilities,0
49510.36,71,599490.15,16,15,6.21,grocery,1
298.75,51,66979.31,16,16,315.71,utilities,0
298.75,41,476101.49,12,12,3.97,entertainment,0
8838.98,29,173698.65,20,12,4.66,entertainment,0
14424.03,31,450135.42,19,14,18.9,electronics,0
18619.38,53,511836.3,10,2,7.7,utilities,0
19569.57,42,2156089.47,9,21,346.52,grocery,0
10795.58,66,352137.01,20,13,17.38,travel,0
10093.06,69,693664.47,19,14,349.13,travel,0
11857.43,47,338952.26,7,15,9.95,entertainment,0
103037.19,69,353815.78,29,6,0.31,entertainment,0
17176.04,27,41661.65,4,10,712.45,grocery,0
48494.87,19,67864.51,10,9,10.07,grocery,0
30047.28,52,328489.58,19,10,7.42,grocery,0
51672.08,55,204575.45,11,18,206.55,grocery,0
13466.71,28,105591.96,30,19,1.09,entertainment,0
3567.1,18,375716.08,15,23,9.4,electronics,0
5004.06,35,550155.62,18,18,4.39,electronics,0
29348.56,56,330608.33,16,12,10.58,utilities,0
222225.91,41,10943.85,18,13,304.37,electronics,0
14663.95,23,109758.15,44,0,12.61,grocery,0
22995.72,25,751318.0,20,14,8.49,entertainment,0
64850.9,38,311583.27,22,12,0.31,electronics,0
298.75,30,332197.63,14,8,494.76,entertainment,0
66118.64,23,1171586.42,21,2,11.97,travel,1
10627.84,38,345728.82,43,13,712.45,entertainment,0
17011.1,52,662965.25,27,10,712.45,electronics,0
16585.54,33,216885.53,9,10,12.8,grocery,0
96995.29,33,138790.54,9,8,27.69,grocery,0
177441.36,66,312572.58,11,0,712.45,electronics,1
35714.04,49,175530.02,18,14,253.45,entertainment,0
118883.12,67,568299.52,11,23,27.11,entertainment,0
12921.43,55,195950.74,6,18,712.45,grocery,0
418672.3,34,1530810.78,20,10,8.43,travel,0
190851.14,67,281924.74,16,13,9.74,electronics,0
50124.46,67,10943.85,44,12,9.32,grocery,0
23996.25,55,11560.25,38,20,7.51,entertainment,0
130932.28,28,308272.69,15,17,446.33,grocery,1
7948.78,37,870116.45,44,11,9.69,travel,0
20107.18,56,257519.4,8,20,20.2,entertainment,0
74652.72,19,541870.59,7,10,11.84,electronics,1
8560.59,55,993940.5,12,18,0.31,travel,1
298.75,51,256557.87,44,11,5.4,electronics,0
20969.09,18,286672.3,14,11,14.05,entertainment,0
12289.38,18,342733.02,10,11,0.31,utilities,0
26139.3,44,543994.5,11,12,101.79,electronics,0
16537.73,54,378968.1,44,7,0.65,entertainment,0
38233.02,55,163829.57,5,18,5.08,travel,1
2222.84,46,1649362.98,13,9,47.67,electronics,0
149548.35,60,654217.85,19,17,2.36,electronics,0
165703.17,49,1356224.14,44,12,15.95,electronics,1
5406.0,60,605945.75,17,23,7.72,utilities,0
75423.86,35,208960.32,8,9,7.85,entertainment,0
28207.81,26,263392.71,13,6,4.0,utilities,1
10872.86,60,312690.49,11,11,452.76,electronics,0
22199.09,37,183394.42,44,21,712.45,electronics,0
19775.18,24,297774.62,17,9,2.75,travel,1
11856.23,51,353894.47,14,13,0.31,electronics,0
13222.99,47,180055.62,17,19,21.79,travel,0
18958.62,22,227490.78,10,10,22.51,entertainment,0
15480.18,33,54747.01,20,18,22.51,travel,0
298.75,21,358476.63,14,9,74.68,electronics,0
12735.95,61,102598.86,20,17,12.0,grocery,1
27406.24,53,1287236.64,35,8,14.41,travel,0
39998.43,68,344102.61,18,13,712.45,electronics,1
298.75,58,444255.95,12,21,9.37,utilities,0
6441.18,64,537331.56,10,12,0.76,grocery,0
18719.94,63,168002.43,34,12,5.05,utilities,0
22882.94,38,407082.54,14,13,15.47,grocery,0
180918.47,48,116686.17,13,13,13.08,electronics,0
51801.07,28,10943.85,44,8,8.36,grocery,0
35447.96,49,363831.4,20,9,7.14,electronics,0
145609.86,40,226467.18,15,1,13.87,utilities,0
88558.64,37,681730.1,19,13,189.87,utilities,1
5961.75,53,986343.59,18,13,10.9,utilities,0
14114.74,26,321799.97,18,17,531.93,utilities,0
23228.6,50,1340148.03,16,19,21.83,travel,0
58211.96,25,953487.51,13,19,2.96,electronics,0
4942.12,70,65900.78,17,9,4.25,grocery,0
1792.68,38,474771.28,16,14,213.2,electronics,0
298.75,70,418951.29,11,18,21.38,utilities,0
37434.36,55,204233.76,9,10,213.17,travel,0
5210.3,18,230922.46,19,11,5.35,entertainment,0
74443.67,33,349660.88,16,19,3.98,utilities,1
8211.61,40,1494967.39,44,22,12.25,entertainment,0
185027.4,34,411287.02,12,7,25.56,grocery,1
5867.47,29,82646.48,5,18,4.24,entertainment,0
298.75,55,172564.25,26,10,11.39,utilities,0
58110.47,51,533892.06,10,11,24.77,grocery,0
40116.08,42,415063.38,17,19,4.18,travel,0
22688.94,48,316345.38,15,10,0.6,grocery,0
27302.91,60,197852.56,22,18,12.17,entertainment,0
82692.49,33,2156089.47,24,10,22.21,travel,1
78146.01,46,873540.68,44,13,0.47,electronics,1
8665.1,37,35782.75,16,19,15.21,entertainment,0
298.75,34,118885.79,16,22,471.16,utilities,0
114808.45,61,506057.3,5,11,26.92,travel,1
298.75,58,345929.06,22,16,11.57,utilities,0
37070.97,45,190981.66,2,17,9.35,grocery,0
11647.5,27,424668.2,21,12,9.66,electronics,0
7070.77,27,170309.93,18,17,9.12,travel,0
4518.55,50,502235.3,9,7,0.96,utilities,1
9514.26,54,179866.3,11,15,712.45,grocery,0
18337.92,47,526775.96,11,18,0.31,travel,0
135531.62,21,290381.77,10,20,532.63,electronics,0
44405.22,37,408228.24,39,9,10.42,travel,0
10405.54,39,312762.15,11,23,1.17,electronics,0
13035.52,27,239430.43,13,23,25.13,entertainment,0
59889.52,40,490745.25,10,20,496.86,electronics,0
73496.25,47,225321.83,16,12,455.54,travel,0
298.75,64,369392.91,17,3,24.36,grocery,0
29556.52,31,71923.68,44,10,17.8,grocery,0
20068.97,23,421167.37,44,10,6.19,utilities,0
298.75,46,882481.72,19,18,0.83,electronics,0
9856.53,37,351696.6,13,10,624.59,entertainment,0
23686.94,42,258090.72,19,10,6.75,utilities,1
2432.39,55,442331.91,14,11,18.1,entertainment,0
872.34,33,211041.29,19,10,298.28,grocery,0
12414.7,35,558519.74,34,8,0.31,entertainment,0
298.75,59,207929.04,16,17,712.45,entertainment,0
23744.94,29,358234.47,34,11,398.22,entertainment,0
47355.32,18,337103.05,14,9,13.34,electronics,0
298.75,65,321806.56,20,13,9.63,electronics,0
7074.04,51,1545091.03,9,18,712.45,entertainment,0
42937.99,65,105612.98,11,9,6.16,grocery,0
298.75,61,330123.29,22,12,2.89,travel,0
1601.04,58,272893.96,44,23,9.34,entertainment,0
8299.48,34,211306.6,7,23,11.51,grocery,0
298.75,48,433263.06,17,17,1.22,grocery,0
36415.11,49,1117354.48,14,17,251.39,travel,1
43088.59,20,143547.74,12,12,24.17,electronics,1
59482.41,52,46906.26,13,11,3.06,grocery,0
47258.06,18,245227.37,44,15,7.75,electronics,1
12912.97,64,295925.26,18,12,0.31,electronics,0
54408.01,45,216653.34,18,18,26.97,entertainment,0
25916.14,52,505686.42,23,7,0.72,utilities,0
298.75,56,401120.38,16,0,9.95,travel,0
33245.4,49,206636.41,16,11,10.45,grocery,0
372968.5,32,1029930.94,9,17,6.15,electronics,0
23641.84,35,259616.2,11,12,2.51,utilities,0
20365.54,60,1154190.57,33,15,11.28,electronics,0
191714.66,48,331348.5,18,23,12.97,grocery,0
29703.14,49,232585.46,15,0,9.38,grocery,0
487.82,31,166520.48,31,21,7.03,electronics,0
120424.1,36,901822.22,21,19,12.4,electronics,0
225925.11,41,204001.48,32,9,10.14,electronics,1
31110.58,26,1541751.73,8,10,6.44,electronics,1
48453.65,55,221908.18,35,7,5.59,grocery,0
61666.24,32,264126.0,44,13,18.56,travel,1
57027.95,30,609466.97,19,11,21.64,grocery,0
35732.91,46,1017304.62,8,13,15.71,travel,0
202647.68,19,1432150.9,22,16,6.94,electronics,0
2823.73,37,163713.03,9,0,200.42,electronics,0
63290.9,45,1345508.3,44,16,9.25,utilities,0
77919.02,65,303475.26,11,17,10.46,travel,0
231616.25,40,304058.58,19,12,14.63,grocery,0
8559.38,45,81997.54,8,1,29.6,utilities,0
298.75,33,431949.79,32,10,4.2,grocery,0
298.75,48,267703.14,12,11,5.36,entertainment,0
34433.99,73,66456.33,18,20,9.1,travel,0
298.75,52,185720.96,35,14,8.21,travel,0
102827.63,36,655294.77,10,12,11.47,electronics,0
84160.48,42,277480.21,10,18,17.83,grocery,0
84204.42,59,262707.72,44,13,9.79,electronics,0
26111.58,46,423122.62,17,20,17.46,entertainment,0
18917.03,54,459278.02,16,11,11.14,utilities,0
20069.5,50,1503101.27,33,19,0.31,electronics,0
21599.25,27,376114.31,19,10,3.43,electronics,0
298.75,18,250711.29,32,11,1.87,grocery,0
62012.61,49,889243.37,12,8,15.09,electronics,0
34481.12,59,236718.25,16,18,2.32,electronics,0
1851.16,28,428448.85,15,2,271.22,grocery,0
51913.97,21,1955493.69,10,2,10.12,grocery,1
50398.18,40,96095.51,19,11,12.61,travel,0
222245.28,59,202772.89,24,6,0.31,electronics,1
56318.11,34,160288.23,19,18,2.98,electronics,0
3092.76,36,80356.95,13,8,9.15,travel,0
17556.3,52,1258734.89,15,12,9.88,travel,1
64786.45,20,270523.13,7,0,2.31,grocery,1
50814.19,61,224831.0,11,9,4.14,electronics,1
47903.77,57,167014.2,16,8,3.29,utilities,0
123028.38,62,835714.14,15,10,705.7,travel,0
119133.69,26,51982.03,18,11,22.24,electronics,0
298.75,35,340665.13,11,10,10.61,travel,0
12082.45,30,223738.91,9,18,195.47,grocery,0
26950.38,73,1429625.95,15,0,373.77,entertainment,0
66849.92,55,589806.85,13,16,563.36,electronics,1
22160.85,34,335301.36,14,14,15.54,entertainment,0
418672.3,55,426045.02,15,20,8.76,entertainment,0
18801.84,56,10943.85,12,0,27.61,grocery,1
35277.87,39,426301.66,10,15,5.11,utilities,0
14786.47,21,162802.99,11,12,7.38,electronics,0
51047.04,33,13666.56,13,13,19.24,travel,0
4472.83,57,425552.31,12,18,712.45,entertainment,0
81520.05,42,534994.3,10,0,8.23,travel,0
77253.52,57,340963.7,9,18,712.45,electronics,0
1645.19,59,149695.59,21,19,712.45,grocery,0
14756.98,53,396568.77,15,22,8.54,travel,1
5883.82,52,301230.55,15,23,648.55,entertainment,0
418672.3,51,554890.53,15,20,9.63,grocery,0
65169.22,19,331270.56,30,9,712.45,grocery,1
11841.34,41,213252.53,16,9,21.79,grocery,0
39522.07,36,331383.01,5,22,18.1,electronics,0
100307.71,20,44904.91,22,12,8.45,entertainment,1
41944.92,66,653865.07,6,12,4.82,travel,0
3557.82,48,361202.2,20,12,5.42,utilities,0
25440.89,65,70226.96,44,8,25.68,grocery,0
298.75,48,323207.24,11,11,23.09,entertainment,0
201291.43,42,305719.44,13,9,23.35,grocery,1
298.75,50,162756.89,23,20,1.07,utilities,0
31363.41,59,609667.67,10,12,665.51,entertainment,0
72558.31,46,141664.26,12,9,15.23,travel,0
48358.88,29,187314.77,36,4,12.52,electronics,1
12544.19,65,389732.08,8,11,7.75,entertainment,0
8845.99,33,426637.98,36,12,15.83,entertainment,0
1237.7,36,453443.4,11,13,6.19,utilities,0
643.05,48,656104.84,21,14,6.97,electronics,0
44350.52,34,441053.63,18,10,28.15,entertainment,0
418672.3,61,136209.32,9,23,712.45,grocery,0
8634.31,62,117310.98,16,22,6.46,travel,0
418672.3,40,321671.65,8,9,8.02,travel,1
7545.65,23,195544.5,18,16,5.44,entertainment,0
14215.61,42,10943.85,11,16,2.4,utilities,0
70258.1,47,346936.39,8,15,629.78,electronics,1
6643.4,39,289592.57,7,10,0.31,entertainment,0
298.75,23,306830.92,13,11,2.41,entertainment,0
5491.63,52,350355.29,8,9,15.97,entertainment,1
14612.55,39,199739.26,44,11,12.97,entertainment,0
122647.36,25,302920.51,5,23,6.12,grocery,0
31148.23,40,344958.07,12,16,3.29,grocery,0
35149.34,56,158124.0,35,19,3.61,electronics,0
30013.44,53,151820.93,11,16,22.94,electronics,0
390257.57,60,419617.48,21,17,14.52,utilities,0
65479.86,60,554044.4,7,18,12.5,entertainment,0
9131.93,58,266292.23,18,16,20.36,entertainment,0
19362.84,19,107676.38,22,11,0.66,grocery,0
33320.8,27,537656.53,11,12,11.3,grocery,1
15476.48,67,251413.42,18,0,200.1,entertainment,0
298.75,57,357825.15,6,9,689.33,electronics,0
39264.97,23,408246.79,20,18,5.02,utilities,0
149229.98,41,252102.69,13,3,11.81,electronics,1
84531.65,65,1980374.12,15,9,17.94,electronics,0
2528.52,38,416042.13,10,12,6.83,utilities,0
9444.57,42,163940.06,11,0,14.69,electronics,0
115759.38,41,608381.17,18,7,9.77,entertainment,0
11134.9,66,322122.61,14,12,12.97,utilities,0
418672.3,49,262492.25,8,17,9.51,travel,0
8961.53,33,376855.14,18,19,12.36,electronics,0
18024.28,60,1009859.35,9,12,26.11,entertainment,0
17842.96,34,337899.98,14,14,712.45,entertainment,0
298.75,20,570908.54,19,10,7.98,entertainment,0
27188.45,68,202576.26,11,17,6.01,electronics,0
298.75,32,408393.55,16,18,29.16,grocery,0
168042.09,43,309267.11,36,18,12.99,travel,1
100831.78,41,10943.85,15,10,13.46,utilities,0
19218.09,47,1424362.29,44,18,24.82,electronics,0
279390.93,27,377982.59,7,22,4.64,electronics,0
298.75,29,361804.77,27,14,9.06,entertainment,0
63203.82,57,1405816.99,15,19,5.73,entertainment,0
83131.4,57,1509731.02,9,19,2.45,electronics,0
13348.27,71,326196.02,12,16,8.05,entertainment,0
171830.36,57,430503.74,16,9,13.11,electronics,0
80870.73,45,634514.58,31,9,16.21,electronics,0
9443.87,18,110358.31,21,11,4.46,electronics,0
147974.89,60,330997.04,8,13,26.17,entertainment,0
5223.74,42,140087.2,8,14,10.1,grocery,0
103140.63,40,694771.81,44,10,12.59,entertainment,0
24979.33,25,10943.85,25,13,11.64,grocery,1
4728.24,52,126672.58,14,5,16.78,grocery,0
27607.51,56,326470.67,10,7,0.31,grocery,1
418672.3,41,83778.49,19,14,13.13,electronics,1
123711.87,21,136170.51,44,23,0.31,electronics,0
75699.49,41,256855.58,42,17,7.45,electronics,0
298.75,39,413203.29,11,10,3.23,electronics,0
298.75,29,550833.76,36,18,344.29,electronics,0
15503.13,49,1432403.4,12,5,23.8,electronics,0
10604.64,39,93403.54,44,8,23.97,utilities,0
11986.2,64,167934.14,44,11,4.45,entertainment,0
97738.3,18,778897.79,14,17,485.48,electronics,1
17493.27,22,326653.69,17,13,17.28,utilities,0
298.75,50,193388.95,18,9,13.95,utilities,0
298.75,23,436275.31,10,20,1.15,electronics,0
8210.12,35,163419.2,16,14,8.55,utilities,0
48699.02,38,238261.47,17,0,0.31,electronics,0
418672.3,35,172741.12,44,16,0.31,grocery,0
3586.99,33,265905.18,14,14,8.44,electronics,0
18658.44,37,659869.54,22,9,0.31,electronics,0
18034.39,49,1380254.13,20,17,10.63,electronics,1
33343.79,36,481184.49,9,0,7.62,utilities,0
298.75,42,352507.31,9,8,13.01,grocery,0
6463.79,50,538015.31,18,9,7.66,electronics,0
48119.04,42,441797.7,7,9,712.45,electronics,0
298.75,34,1308871.09,16,11,4.66,utilities,0
32014.9,48,1007278.02,4,9,3.61,entertainment,0
298.75,33,288235.31,28,11,18.54,electronics,0
26038.35,66,1116867.8,8,9,0.31,utilities,0
7593.07,18,426818.45,16,17,12.54,electronics,0
57519.49,54,736406.1,17,9,2.76,grocery,0
12046.61,22,147026.94,12,10,8.49,grocery,0
24122.2,73,101323.82,13,10,25.03,electronics,0
147142.54,33,127037.3,17,0,17.61,travel,0
3080.94,70,644070.14,9,18,23.1,grocery,0
11638.18,41,274929.4,22,20,5.16,utilities,0
4508.47,33,261426.07,18,0,3.61,entertainment,0
20079.25,48,419293.26,20,11,21.01,entertainment,0
37415.41,46,442998.41,7,0,8.86,utilities,1
5852.35,41,208864.58,20,20,5.74,electronics,0
172992.22,33,438236.88,42,12,13.86,grocery,0
33382.86,28,756778.5,14,8,674.23,travel,0
21450.63,40,336682.41,4,15,4.82,utilities,0
298.75,57,244769.63,16,20,23.39,electronics,0
38807.24,42,408849.11,6,12,4.12,entertainment,0
20745.22,44,499332.28,13,13,10.98,travel,0
15237.73,43,546489.91,15,21,11.64,grocery,0
27767.55,65,288547.3,17,4,6.85,travel,0
13415.15,30,829660.32,12,18,433.8,electronics,0
7728.38,48,485135.45,11,19,18.22,grocery,0
31735.19,49,444054.39,12,19,1.26,travel,1
161447.77,36,578001.37,9,8,252.01,electronics,0
298.75,27,453422.4,14,10,2.81,utilities,0
151982.73,40,545500.03,44,9,14.54,grocery,0
32563.85,37,711257.55,6,14,712.45,utilities,1
59237.57,61,16684.65,14,9,15.34,grocery,1
17595.54,18,723696.8,19,12,0.31,grocery,0
105278.69,63,670083.85,19,18,26.97,entertainment,1
298.75,29,174777.03,23,11,16.68,entertainment,0
9164.25,30,337199.24,16,8,4.58,electronics,1
4522.95,60,426829.71,9,20,4.41,grocery,0
257565.3,23,155631.22,14,10,16.08,electronics,1
33643.24,60,551055.76,12,20,7.59,utilities,0
301752.31,34,407448.24,18,16,8.99,electronics,0
70049.13,32,392513.24,16,22,0.31,entertainment,0
26867.88,27,257757.83,11,9,3.9,travel,0
15897.69,46,473369.22,44,10,712.45,electronics,0
266311.69,53,112449.15,5,9,10.83,travel,0
298.75,35,307074.35,10,21,12.69,electronics,0
86883.73,55,90163.37,17,7,10.69,travel,0
3874.1,48,218791.77,22,11,13.11,grocery,0
4183.48,54,86622.01,22,10,9.73,travel,0
23119.8,23,349695.0,18,7,16.21,grocery,0
71325.65,30,386750.89,18,23,10.38,utilities,0
29196.12,35,384003.96,14,9,0.31,grocery,0
16111.96,66,308349.37,20,21,13.47,entertainment,0
16947.49,24,384312.53,18,0,2.32,travel,0
138609.27,21,905607.41,6,0,487.09,electronics,1
7432.15,55,305270.09,16,20,13.89,entertainment,0
298.75,40,395776.32,10,12,0.97,entertainment,0
9683.6,38,208264.13,12,10,24.41,entertainment,0
298.75,22,173625.36,20,20,21.03,utilities,0
12229.08,42,900769.43,44,11,26.38,grocery,0
7908.63,40,220763.61,38,3,13.45,electronics,0
20427.95,38,469579.59,10,11,10.14,electronics,1
32796.6,24,520339.96,11,9,0.31,utilities,0
298.75,71,199687.03,8,13,22.07,travel,0
54584.79,32,1141066.69,18,21,712.45,grocery,1
35931.24,59,2156089.47,20,8,0.87,electronics,0
1267.93,53,163430.25,14,19,14.89,entertainment,0
298.75,54,348112.52,17,13,23.87,entertainment,0
13813.82,26,322107.41,16,2,0.31,grocery,0
154700.36,71,720993.94,11,0,12.28,travel,1
42079.24,32,194452.9,13,18,712.45,utilities,0
11238.43,38,186560.5,18,17,19.74,entertainment,0
298.75,21,405993.15,18,10,0.31,grocery,0
14628.73,46,723711.62,38,19,4.66,entertainment,0
98073.26,59,197302.8,13,18,11.46,utilities,0
45786.36,39,382524.63,28,0,110.61,electronics,0
1741.56,53,306425.9,35,11,7.82,electronics,0
98628.02,45,248343.95,44,10,7.4,entertainment,0
24577.71,18,373417.44,8,14,16.42,entertainment,0
22238.36,42,1117352.4,10,8,5.84,grocery,0
298.75,23,285895.17,44,12,12.79,grocery,0
4665.27,64,528137.81,15,10,10.65,entertainment,0
40289.77,28,155502.47,18,10,355.04,travel,0
298.75,29,33512.26,32,22,0.31,entertainment,0
35999.42,38,13569.27,17,9,0.31,travel,0
17391.75,18,196578.35,7,21,13.19,travel,1
15201.53,72,387709.52,16,18,12.1,grocery,0
37521.97,33,413163.21,20,21,712.45,entertainment,0
52793.74,21,506362.5,14,20,6.48,grocery,0
71425.96,20,207170.32,16,19,1.83,entertainment,0
42115.85,28,230518.04,10,9,11.61,electronics,1
298.75,65,184116.0,17,23,10.5,electronics,0
29421.29,31,627670.56,44,19,342.99,grocery,0
6238.59,43,55030.31,14,18,0.31,utilities,0
3028.45,52,351166.05,13,18,10.36,travel,0
2239.42,40,66071.73,18,0,11.37,grocery,0
140781.49,61,142738.98,13,15,4.84,utilities,0
51181.79,47,250359.4,17,18,0.31,travel,0
298.75,27,298673.93,11,13,4.47,electronics,0
77566.16,35,281395.63,15,21,288.52,entertainment,0
298.75,43,440139.14,8,18,385.2,utilities,0
50861.77,29,276890.29,18,0,712.45,travel,1
16295.56,31,208204.79,16,18,19.98,travel,0
52606.55,24,376382.32,12,22,25.82,electronics,0
7747.72,58,276556.02,20,10,6.3,electronics,0
60596.69,33,590432.34,14,9,0.31,travel,0
29178.01,60,339445.28,10,8,7.09,travel,0
298.75,36,256467.26,11,23,8.07,grocery,0
213485.95,58,1184205.15,14,21,15.25,travel,0
10255.73,49,182984.47,7,11,712.45,travel,0
6979.98,47,954950.03,4,13,5.56,electronics,0
64003.51,42,729635.68,14,22,547.18,electronics,0
15405.13,61,287438.21,18,17,13.88,travel,0
298.75,28,390393.37,12,21,0.31,entertainment,0
69043.14,26,73738.96,15,8,16.71,utilities,0
21457.04,32,479691.32,11,21,6.14,electronics,0
70976.68,18,378027.86,13,12,0.31,utilities,0
298.75,69,98708.51,8,12,1.72,travel,0
25856.19,48,203150.7,18,5,6.62,travel,0
298.75,52,531407.44,20,5,5.36,electronics,0
57587.7,45,397476.64,16,15,15.03,electronics,0
57208.83,49,427250.13,13,8,8.34,entertainment,0
108621.8,39,784816.51,36,20,452.16,grocery,0
32188.29,34,107486.27,12,16,129.39,electronics,0
298.75,38,140861.04,10,13,9.28,travel,0
16914.54,57,168093.71,10,23,4.96,utilities,1
36404.27,52,449275.64,8,8,320.26,grocery,0
61714.54,66,481538.35,5,16,7.41,entertainment,0
4489.45,59,456066.26,7,19,3.26,utilities,0
30536.58,74,159244.14,18,0,20.76,utilities,0
45858.93,36,386001.07,12,8,13.15,entertainment,0
15788.46,36,564638.46,18,21,5.35,electronics,0
23893.94,38,387418.72,9,19,2.82,travel,1
25158.64,36,315767.37,6,8,24.9,travel,0
79511.42,43,146587.16,31,12,712.45,travel,1
298.75,44,314729.16,29,11,20.46,travel,0
6378.78,18,208701.86,31,13,1.36,electronics,0
7443.44,23,317736.93,16,11,12.6,grocery,0
141289.52,34,431668.14,11,15,8.54,electronics,0
183287.56,48,231508.29,15,13,559.86,utilities,0
1824.48,30,337220.48,9,13,21.06,entertainment,0
17692.35,24,144802.29,9,19,11.99,grocery,0
13940.46,49,377396.18,11,10,12.28,entertainment,0
32488.33,65,1966877.01,10,18,3.69,electronics,0
36758.33,42,10943.85,42,22,10.49,grocery,0
87386.3,44,195007.55,6,11,20.9,travel,0
3622.5,51,257318.55,8,9,6.65,utilities,0
9601.71,29,176665.68,20,9,8.49,electronics,0
10672.36,32,245396.92,2,16,2.73,utilities,0
16460.58,18,873367.09,17,8,6.62,electronics,1
